0mM,0mM,0mM,0mM,0mM,0mM,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,100mM,100mM,100mM,100mM,100mM,100mM,150mM,150mM,150mM,150mM,150mM,150mM,200mM,200mM,200mM,200mM,200mM,200mM,250mM,250mM,250mM,250mM,250mM,250mM,300mM,300mM,300mM,300mM,300mM,300mM,350mM,350mM,350mM,350mM,350mM,350mM,400mM,400mM,400mM,400mM,400mM,400mM
34.19,21.99,40.31,20.15,28.7,22.591,18.93,7.33,26.87,-10.99,-24.43,37.86,14.65,21.37,10.38,24.43,18.32,17.1,28.71,39.7,22.591,21.37,25.64,25.64,-4.89,6.11,6.71,33.59,31.14,32.36,32.36,18.32,-3.05,18.93,5.5,14.66,13.44,24.43,25.03,13.44,13.44,25.04,25.04,15.88,5.5,40.31,9.77,16.49,15.27,6.1,25.04,25.64,22.591,21.37
34.8,22.6,40.31,20.76,29.31,22.591,18.32,7.94,26.87,-11.61,-25.04,37.86,14.65,21.37,10.38,24.43,18.32,17.1,28.71,39.7,21.981,21.37,25.03,25.03,-5.5,6.11,6.71,34.2,30.53,32.36,32.36,19.54,-3.05,18.93,6.11,14.66,14.05,24.43,25.03,14.05,14.05,25.65,25.65,17.1,5.5,40.31,9.77,17.1,15.88,7.32,25.65,25.03,21.981,21.37
34.19,22.6,40.31,20.15,28.7,22.591,18.93,7.94,26.87,-10.99,-24.43,37.86,14.65,21.37,10.38,24.43,18.93,17.71,28.71,39.7,23.201,21.37,25.64,25.64,-5.5,6.72,6.1,34.2,30.53,32.36,32.36,19.54,-3.05,19.54,6.11,15.27,13.44,25.04,25.03,13.44,13.44,25.04,25.65,17.71,6.11,40.92,9.77,17.71,15.88,6.71,25.04,25.64,23.201,21.37
34.19,23.21,41.53,20.15,29.31,21.981,18.93,7.94,26.87,-10.99,-25.04,38.47,15.26,21.37,10.38,25.04,19.54,18.32,28.71,40.31,22.591,21.37,25.64,25.64,-4.28,7.33,6.1,34.2,31.14,32.36,32.36,19.54,-3.05,19.54,6.11,14.66,13.44,24.43,25.03,13.44,13.44,25.65,26.26,17.71,6.11,40.31,10.38,18.32,15.88,6.71,25.65,25.64,22.591,21.37
34.19,23.82,41.53,20.76,28.7,22.591,17.71,7.33,26.25,-10.99,-25.04,38.47,15.87,21.37,11.6,25.04,19.54,18.32,28.71,40.31,22.591,21.37,25.64,25.64,-4.28,6.72,6.1,34.2,29.92,32.36,32.36,19.54,-2.44,18.93,6.11,14.66,13.44,25.04,25.03,13.44,13.44,25.65,25.65,17.71,5.5,40.92,10.38,18.93,15.88,6.71,25.65,25.64,22.591,21.37
34.19,23.82,41.53,20.76,28.7,21.981,18.93,7.33,26.87,-10.99,-24.43,38.47,15.87,22.59,11.6,25.04,19.54,18.93,28.09,40.31,22.591,21.37,25.64,25.64,-4.28,7.33,6.71,33.59,31.14,32.36,32.97,20.15,-2.44,20.15,6.72,15.27,13.44,25.04,25.03,13.44,13.44,26.26,25.04,18.93,6.11,40.31,10.38,18.93,15.88,7.32,26.26,25.64,22.591,21.37
33.58,23.21,41.53,20.76,28.7,22.591,18.93,7.94,26.87,-10.99,-24.43,39.08,15.87,22.59,11.6,25.04,19.54,19.54,28.71,40.31,22.591,21.98,25.64,25.64,-4.28,7.33,6.1,34.2,30.53,32.36,32.36,20.15,-3.05,20.15,6.11,15.27,14.05,24.43,25.03,14.05,14.05,25.04,26.26,18.93,6.11,40.31,10.99,20.15,15.88,6.71,25.04,25.64,22.591,21.98
33.58,23.82,41.53,20.76,28.7,22.591,18.93,7.94,26.87,-10.99,-24.43,39.08,15.87,22.59,11.6,25.04,19.54,19.54,28.71,40.92,21.981,21.37,25.03,25.03,-3.67,7.94,6.1,34.2,31.14,32.36,32.97,20.15,-2.44,20.76,6.72,15.27,14.05,25.04,25.65,14.05,14.05,25.65,26.26,18.93,6.11,40.31,10.99,20.15,16.49,6.71,25.65,25.03,21.981,21.37
33.58,23.82,42.75,21.37,28.7,21.981,18.93,7.94,26.87,-10.99,-24.43,39.08,16.48,23.2,12.21,25.04,19.54,20.15,28.71,40.92,22.591,21.37,25.64,25.64,-3.67,7.94,6.1,33.59,31.14,32.36,32.97,20.15,-2.44,20.76,6.72,15.27,14.05,25.04,25.65,14.05,14.05,25.65,26.26,18.93,6.11,40.31,10.99,20.76,15.88,6.71,25.65,25.64,22.591,21.37
32.97,23.82,42.75,21.37,28.7,21.981,18.93,7.94,26.87,-10.99,-24.43,39.08,16.48,23.81,12.21,25.65,19.54,20.76,28.09,40.31,21.981,20.76,25.64,25.64,-4.28,7.94,6.1,33.59,31.14,32.36,33.58,20.15,-2.44,21.38,6.72,15.88,14.05,25.04,25.65,14.05,14.05,26.26,26.26,19.54,6.11,40.31,11.6,20.76,15.88,6.71,26.26,25.64,21.981,20.76
33.58,24.43,42.75,21.37,28.7,21.981,18.93,7.94,26.87,-10.99,-24.43,39.08,17.7,23.81,12.82,25.65,19.54,20.15,28.09,40.92,22.591,20.76,25.03,25.03,-3.67,7.94,5.49,32.97,31.14,32.36,32.97,20.76,-2.44,21.38,6.72,15.88,14.05,25.65,25.03,14.05,14.05,26.26,26.26,19.54,6.11,39.7,11.6,21.37,15.88,6.71,26.26,25.03,22.591,20.76
33.58,24.43,43.36,21.99,28.7,21.981,18.93,7.94,26.87,-10.38,-24.43,39.69,17.09,23.2,12.21,25.65,19.54,20.76,28.09,40.92,22.591,21.37,25.03,25.03,-3.06,9.16,5.49,33.59,31.14,32.36,32.97,20.76,-3.05,21.38,6.72,15.88,14.05,25.04,25.65,14.05,14.05,26.87,26.26,20.15,6.72,39.08,11.6,21.98,16.49,7.32,26.87,25.03,22.591,21.37
33.58,24.43,43.36,21.99,28.7,21.371,18.93,7.94,26.87,-10.38,-24.43,40.3,17.7,24.42,13.44,26.26,19.54,20.76,28.09,41.53,21.981,21.37,25.03,25.03,-3.06,8.55,5.49,33.59,31.14,32.36,32.97,20.76,-3.05,21.99,6.72,16.49,14.66,25.65,25.03,14.66,14.66,26.87,25.65,20.15,6.72,40.31,11.6,22.59,15.88,6.71,26.87,25.03,21.981,21.37
33.58,24.43,43.97,22.6,29.31,21.371,19.54,7.94,26.87,-10.99,-25.04,39.69,18.32,24.42,13.44,26.87,20.15,21.98,28.09,41.53,21.981,21.37,24.42,24.42,-3.06,9.16,5.49,34.2,30.53,32.36,32.97,20.76,-2.44,22.6,6.72,16.49,14.05,25.65,25.65,14.05,14.05,26.87,26.26,20.76,6.72,39.7,11.6,23.21,16.49,6.71,26.87,24.42,21.981,21.37
33.58,25.04,44.58,23.21,28.7,20.761,18.93,7.94,26.87,-10.38,-25.04,40.3,18.93,25.03,14.05,26.87,20.15,21.98,28.09,41.53,21.981,21.37,24.42,24.42,-3.06,9.16,5.49,33.59,30.53,32.36,32.97,20.76,-2.44,22.6,7.33,16.49,14.05,25.04,25.03,14.05,14.05,26.87,26.26,21.37,6.72,39.7,12.21,23.21,15.88,6.71,26.87,24.42,21.981,21.37
34.19,25.04,44.58,22.6,28.7,20.761,18.93,7.94,27.48,-10.38,-25.04,40.3,18.32,24.42,14.66,26.87,20.76,21.98,27.48,41.53,21.981,20.76,24.42,24.42,-3.06,8.55,4.88,33.59,30.53,31.75,32.97,20.76,-2.44,22.6,6.72,17.1,14.66,25.04,25.03,14.66,14.66,26.87,26.26,20.76,6.72,39.08,11.6,23.21,16.49,6.71,26.87,24.42,21.981,20.76
34.19,25.04,44.58,22.6,28.09,20.761,19.54,7.94,26.87,-10.99,-24.43,40.3,19.54,25.03,14.66,27.48,20.76,23.21,28.09,41.53,21.371,20.76,24.42,24.42,-2.45,9.16,5.49,32.97,30.53,31.75,32.97,21.37,-2.44,22.6,7.33,16.49,14.66,25.04,25.65,14.66,14.66,26.87,26.26,21.37,6.72,39.7,11.6,23.82,16.49,6.71,26.87,24.42,21.371,20.76
33.58,25.04,45.19,23.21,28.7,21.371,19.54,7.94,26.87,-10.38,-24.43,40.3,18.93,24.42,15.27,28.09,20.76,23.21,28.09,41.53,21.371,20.76,25.03,25.03,-2.45,9.16,5.49,32.97,30.53,31.75,32.97,21.98,-1.83,22.6,7.33,16.49,14.05,25.04,25.03,14.05,14.05,26.87,26.26,21.37,6.72,39.08,11.6,24.43,16.49,7.32,26.87,25.03,21.371,20.76
33.58,25.04,44.58,22.6,28.09,20.761,19.54,7.33,26.87,-9.77,-24.43,40.91,19.54,25.64,15.88,28.09,20.76,23.21,28.09,42.14,20.761,20.15,24.42,24.42,-2.45,9.77,4.88,32.97,29.92,31.75,32.97,21.37,-2.44,23.82,7.33,16.49,14.05,25.04,25.65,14.05,14.05,26.26,26.26,21.98,6.72,39.08,11.6,24.43,16.49,6.71,26.26,24.42,20.761,20.15
33.58,25.04,44.58,22.6,29.31,20.761,18.93,7.94,26.87,-10.38,-24.43,40.91,19.54,25.03,16.49,27.48,20.76,23.82,27.48,42.14,20.761,20.15,23.81,23.81,-1.84,9.77,4.88,32.97,29.92,31.75,33.58,21.37,-2.44,23.82,7.33,17.1,14.66,25.04,25.65,14.66,14.66,26.26,26.26,22.6,7.33,39.08,11.6,25.04,16.49,7.32,26.26,23.81,20.761,20.15
34.19,25.65,45.19,22.6,28.7,20.761,19.54,7.94,26.87,-10.99,-25.04,40.3,20.15,25.64,16.49,27.48,20.76,23.82,27.48,42.14,20.761,20.15,24.42,24.42,-1.84,9.16,4.88,32.36,29.92,31.14,33.58,21.98,-2.44,24.43,7.33,17.1,13.44,25.04,25.03,13.44,13.44,25.65,26.26,21.98,6.72,38.47,12.21,25.04,15.88,7.32,25.65,24.42,20.761,20.15
32.97,25.04,45.19,23.21,28.7,20.761,19.54,7.94,26.87,-9.77,-24.43,41.52,20.15,26.25,17.1,27.48,21.37,23.82,27.48,42.14,21.371,20.15,23.2,23.2,-1.23,9.77,4.27,32.97,29.92,31.14,33.58,21.98,-2.44,23.82,7.33,17.1,14.05,24.43,25.03,14.05,14.05,26.26,26.26,22.6,7.33,39.08,11.6,25.65,16.49,7.32,26.26,23.2,21.371,20.15
32.97,24.43,45.8,23.82,28.7,20.151,19.54,7.94,26.87,-10.38,-25.04,40.91,20.15,26.25,17.1,28.09,21.37,25.04,26.87,42.75,20.761,19.54,23.81,23.81,-1.84,9.77,4.88,32.36,29.31,30.53,34.19,21.98,-1.83,23.82,7.33,17.1,13.44,24.43,25.65,13.44,13.44,25.65,26.26,23.21,7.33,39.08,11.6,25.65,16.49,6.71,25.65,23.81,20.761,19.54
32.97,25.65,45.8,23.82,28.09,20.151,18.93,7.94,26.87,-10.38,-24.43,40.91,20.76,26.86,17.71,28.7,21.98,25.04,27.48,42.14,20.761,20.15,23.81,23.81,-1.23,10.39,4.88,32.36,29.92,30.53,33.58,21.98,-2.44,23.82,7.33,17.1,13.44,25.04,25.03,13.44,13.44,25.04,26.26,22.6,6.72,37.86,12.21,26.26,15.88,6.71,25.04,23.81,20.761,20.15
32.97,25.04,45.8,23.82,28.7,20.151,18.93,7.33,26.87,-9.77,-25.04,41.52,21.37,26.86,18.32,28.7,21.98,25.04,26.87,42.14,20.761,19.54,23.2,23.2,-1.23,10.39,3.66,32.36,29.31,31.14,33.58,22.59,-2.44,23.82,7.33,17.1,13.44,24.43,25.65,13.44,13.44,25.04,26.87,23.21,7.33,38.47,12.21,26.87,15.88,6.71,25.04,23.2,20.761,19.54
32.97,25.65,46.41,23.82,28.7,20.151,19.54,7.94,26.87,-9.77,-24.43,41.52,21.37,27.47,18.32,28.7,21.98,25.65,26.87,42.14,20.761,19.54,23.2,23.2,-0.61,10.39,4.27,32.36,29.92,29.92,34.19,21.37,-1.83,24.43,7.33,17.1,13.44,24.43,25.65,13.44,13.44,25.04,26.26,23.21,6.72,38.47,12.21,26.87,15.88,6.1,25.04,23.2,20.761,19.54
31.75,25.04,46.41,23.82,28.09,20.151,18.93,7.94,26.87,-10.38,-25.04,40.91,21.37,27.47,18.93,28.7,21.98,25.65,26.87,42.14,20.151,20.15,23.2,23.2,-0.61,10.39,4.27,31.75,29.31,30.53,33.58,21.98,-1.83,24.43,7.94,17.1,13.44,25.04,25.65,13.44,13.44,25.04,26.26,23.21,7.33,37.86,12.21,26.87,15.88,6.1,25.04,23.2,20.151,20.15
31.75,25.04,46.41,23.82,27.47,19.541,19.54,7.94,26.87,-10.38,-25.04,40.91,21.37,27.47,19.54,28.7,22.59,25.65,26.87,42.75,20.151,19.54,22.59,22.59,-1.23,10.39,3.66,31.75,29.31,29.92,33.58,21.98,-2.44,25.04,7.33,17.1,13.44,25.04,25.03,13.44,13.44,25.04,25.65,23.82,7.33,37.86,12.82,27.48,15.27,5.49,25.04,22.59,20.151,19.54
31.75,25.04,46.41,23.82,27.47,18.931,19.54,7.33,27.48,-10.38,-24.43,40.91,21.37,27.47,19.54,29.31,21.98,25.65,26.87,42.75,20.151,18.93,23.2,23.2,-0.61,11,3.66,32.36,28.7,30.53,33.58,22.59,-1.83,24.43,7.33,17.1,13.44,25.04,25.65,13.44,13.44,25.04,26.26,22.6,6.72,37.25,12.82,27.48,15.27,5.49,25.04,23.2,20.151,18.93
31.75,25.04,47.02,23.82,28.09,18.931,19.54,7.33,26.87,-9.77,-24.43,41.52,21.98,28.09,20.15,29.31,22.59,26.26,26.26,42.75,20.151,18.93,22.59,22.59,-0.61,11,3.66,31.75,28.09,29.92,33.58,22.59,-2.44,25.04,7.33,17.1,13.44,25.04,25.03,13.44,13.44,25.04,26.26,23.82,7.33,37.86,12.21,27.48,15.88,5.49,25.04,22.59,20.151,18.93
31.75,25.04,47.02,24.43,27.47,18.931,19.54,7.33,26.87,-10.38,-24.43,41.52,22.59,28.7,20.76,29.31,22.59,26.26,26.26,42.14,20.151,18.93,21.98,21.98,0,11,3.05,31.14,28.7,29.31,33.58,22.59,-2.44,25.04,7.33,17.1,12.83,25.04,25.65,12.83,12.83,24.43,26.87,23.82,7.33,37.86,12.21,28.09,15.27,5.49,24.43,21.98,20.151,18.93
31.75,25.04,47.64,24.43,26.86,18.931,19.54,7.94,26.87,-10.38,-25.04,41.52,22.59,28.09,20.76,29.92,22.59,26.87,26.26,42.75,19.541,18.93,22.59,22.59,0.61,11,3.05,31.14,28.09,29.31,33.58,22.59,-2.44,25.04,7.33,17.1,12.83,25.04,25.65,12.83,12.83,24.43,26.26,24.43,7.33,37.25,12.82,28.7,15.27,5.49,24.43,22.59,19.541,18.93
31.14,25.04,47.02,24.43,26.86,18.321,18.93,7.33,26.87,-10.38,-25.04,41.52,23.2,28.7,21.37,29.92,22.59,26.87,26.26,42.75,18.931,18.93,21.98,21.98,0,11,3.05,31.14,27.48,29.31,33.58,21.98,-2.44,25.04,7.94,17.1,12.83,25.04,25.03,12.83,12.83,24.43,26.26,23.82,7.33,37.86,12.21,28.09,15.27,6.1,24.43,21.98,18.931,18.93
31.14,25.04,48.25,25.04,27.47,18.321,19.54,7.33,26.87,-9.77,-25.65,41.52,23.2,28.7,21.37,29.92,22.59,27.48,26.26,42.75,18.931,18.93,21.98,21.98,0.61,11.61,3.66,30.53,28.09,29.31,34.19,22.59,-2.44,25.04,7.33,16.49,12.83,25.04,25.65,12.83,12.83,24.43,26.26,24.43,7.33,37.86,12.82,29.31,15.27,5.49,24.43,21.98,18.931,18.93
30.53,25.04,47.64,24.43,26.86,18.321,19.54,7.33,26.87,-10.38,-25.04,41.52,23.2,29.31,21.98,29.92,23.2,28.09,26.26,42.75,18.931,18.32,21.98,21.98,0.61,11.61,3.05,30.53,27.48,28.7,34.19,22.59,-2.44,25.65,7.33,17.1,12.83,23.82,25.03,12.83,12.83,24.43,26.26,24.43,7.33,37.25,12.21,28.7,14.65,5.49,24.43,21.98,18.931,18.32
29.92,25.04,47.64,25.04,27.47,18.321,18.32,6.72,26.25,-10.38,-25.65,41.52,23.2,29.31,22.6,29.92,23.2,28.09,26.26,42.75,18.931,18.32,21.37,21.37,0,11.61,3.05,29.92,26.87,28.7,34.19,22.59,-2.44,25.04,7.33,17.1,12.83,24.43,25.03,12.83,12.83,24.43,26.87,24.43,7.33,37.25,12.21,29.92,14.65,5.49,24.43,21.37,18.931,18.32
29.92,24.43,48.25,25.04,27.47,18.321,19.54,7.33,26.25,-10.38,-25.04,42.14,23.2,29.31,22.6,30.54,23.2,28.7,26.26,42.75,18.321,17.71,21.37,21.37,0,11.61,3.66,29.92,27.48,28.08,34.19,22.59,-3.05,25.04,6.72,16.49,12.83,24.43,24.42,12.83,12.83,23.82,26.26,24.43,7.33,37.25,12.82,29.92,15.27,6.1,23.82,21.37,18.321,17.71
29.92,24.43,47.64,25.04,26.86,18.321,19.54,7.33,26.87,-10.38,-25.04,42.14,23.81,29.31,23.21,29.92,23.2,28.7,26.26,42.75,18.321,18.93,21.37,21.37,1.22,11,2.44,29.31,27.48,28.08,34.8,23.21,-2.44,25.04,7.33,17.1,11.6,23.82,25.03,11.6,11.6,23.82,26.26,24.43,7.33,36.64,12.21,29.92,14.65,5.49,23.82,21.37,18.321,18.93
29.31,25.04,48.25,25.04,27.47,17.711,18.93,7.33,26.25,-10.38,-25.04,41.52,23.81,29.31,23.21,30.54,23.2,28.7,26.26,42.75,18.321,18.93,20.76,20.76,0.61,11.61,2.44,29.31,26.87,28.08,34.19,22.59,-2.44,25.04,6.72,15.88,12.21,24.43,25.65,12.21,12.21,23.82,26.26,24.43,7.33,36.64,12.82,29.92,14.65,6.1,23.82,20.76,18.321,18.93
28.7,24.43,48.25,25.65,28.09,17.711,18.93,7.33,26.87,-10.38,-25.65,42.14,24.42,29.31,23.82,31.15,23.2,28.7,25.65,42.75,18.321,19.54,20.76,20.76,1.22,11.61,2.44,28.7,26.87,28.08,34.8,22.59,-2.44,25.65,7.33,15.88,11.6,23.82,25.03,11.6,11.6,23.82,26.26,25.04,7.33,36.03,12.82,30.53,14.04,5.49,23.82,20.76,18.321,19.54
28.7,25.04,48.25,25.04,27.47,17.101,18.93,6.72,26.25,-9.77,-25.04,41.52,24.42,29.92,23.82,30.54,23.82,28.7,26.26,42.75,18.321,18.32,20.76,20.76,1.22,12.22,2.44,29.31,26.26,27.47,34.19,22.59,-2.44,25.04,6.72,16.49,11.6,23.82,25.03,11.6,11.6,23.82,26.26,25.04,7.94,36.03,12.21,30.53,14.65,5.49,23.82,20.76,18.321,18.32
28.7,23.82,47.64,25.04,26.86,17.101,19.54,6.72,26.87,-9.77,-25.04,42.14,24.42,29.92,24.43,30.54,23.82,29.31,25.65,42.75,18.321,18.93,20.15,20.15,1.22,11.61,2.44,28.7,26.87,26.86,34.19,22.59,-2.44,25.04,7.33,15.88,10.99,23.82,24.42,10.99,10.99,23.82,26.26,25.04,7.94,36.03,12.21,30.53,14.04,5.49,23.82,20.15,18.321,18.93
29.31,24.43,47.64,25.04,26.25,17.101,18.93,7.33,26.25,-10.38,-25.04,41.52,24.42,29.92,25.04,30.54,23.82,28.7,25.65,42.75,17.711,18.93,20.15,20.15,1.22,12.22,2.44,28.09,26.26,26.86,34.19,23.21,-2.44,25.65,6.72,16.49,10.99,22.6,25.03,10.99,10.99,23.21,26.26,24.43,7.94,36.03,12.21,31.14,14.04,5.49,23.21,20.15,17.711,18.93
28.7,23.82,48.25,25.04,25.03,16.491,18.93,7.33,26.25,-9.77,-24.43,42.14,24.42,30.53,24.43,30.54,23.82,29.31,25.65,43.36,17.711,17.71,19.54,19.54,1.22,12.83,1.83,28.09,26.26,26.86,34.19,22.59,-2.44,25.04,6.72,16.49,10.99,23.82,24.42,10.99,10.99,23.21,26.26,25.04,7.94,36.03,12.21,31.14,14.04,5.49,23.21,19.54,17.711,17.71
28.7,23.82,48.25,25.65,25.03,16.491,18.93,6.72,26.25,-10.38,-25.04,41.52,24.42,30.53,25.04,30.54,23.82,28.7,25.65,42.75,17.101,17.71,19.54,19.54,1.83,12.83,2.44,27.48,25.65,26.25,34.19,21.98,-2.44,25.04,7.33,15.27,10.99,23.21,24.42,10.99,10.99,23.21,26.26,25.04,7.94,36.03,12.21,31.75,14.04,4.88,23.21,19.54,17.101,17.71
28.09,23.82,48.86,25.65,25.03,16.491,18.93,6.72,26.25,-9.77,-25.04,42.14,24.42,31.14,25.65,31.15,23.82,29.31,25.04,42.75,17.101,17.71,19.54,19.54,1.22,12.22,1.83,26.87,25.04,26.25,34.19,22.59,-2.44,25.04,6.72,15.27,10.38,23.21,24.42,10.38,10.38,22.6,25.65,24.43,7.94,35.42,12.21,31.14,14.04,4.88,22.6,19.54,17.101,17.71
28.7,23.82,48.25,25.65,23.81,15.881,18.93,6.72,25.64,-10.38,-25.04,42.14,25.03,30.53,25.65,31.15,23.82,29.92,25.04,42.75,17.101,18.32,19.54,19.54,1.83,12.22,2.44,27.48,24.43,25.64,34.19,22.59,-2.44,25.04,6.72,15.27,10.38,22.6,23.81,10.38,10.38,22.6,26.26,24.43,7.94,35.42,12.21,31.14,14.04,4.88,22.6,19.54,17.101,18.32
27.48,23.21,48.86,26.26,23.81,15.881,18.32,6.72,25.64,-10.38,-25.04,42.14,24.42,30.53,25.65,31.76,24.43,29.92,25.04,42.75,16.491,17.1,18.93,18.93,1.83,12.22,1.83,26.87,25.04,25.03,34.19,22.59,-2.44,25.04,6.72,15.27,10.38,23.21,23.81,10.38,10.38,22.6,26.26,25.04,7.94,34.81,11.6,31.75,14.04,5.49,22.6,18.93,16.491,17.1
27.48,23.21,48.25,26.26,23.2,15.271,18.93,6.72,26.25,-9.77,-25.65,41.52,25.03,30.53,25.65,31.15,23.82,29.92,25.04,42.75,16.491,17.1,18.93,18.93,2.44,12.83,1.83,26.26,25.04,25.03,34.19,22.59,-3.05,25.04,6.72,14.66,10.38,22.6,23.81,10.38,10.38,22.6,26.26,24.43,7.94,34.81,12.21,31.75,13.43,4.88,22.6,18.93,16.491,17.1
27.48,23.21,48.86,26.26,23.81,15.271,18.32,6.72,25.64,-9.77,-25.65,42.14,25.03,31.14,26.26,31.76,24.43,30.53,25.04,42.75,16.491,17.1,18.32,18.32,2.44,11.61,1.83,26.26,23.82,25.03,34.19,22.59,-3.05,25.04,6.72,15.27,10.38,22.6,23.2,10.38,10.38,21.99,26.26,24.43,7.94,35.42,12.21,31.75,13.43,5.49,21.99,18.32,16.491,17.1
26.87,23.21,48.86,26.26,22.59,14.651,18.93,6.11,26.25,-10.38,-25.65,41.52,25.03,31.75,26.26,31.15,23.82,29.92,25.04,42.75,15.881,16.49,18.32,18.32,1.83,12.83,1.83,25.65,24.43,24.42,33.58,21.98,-3.05,25.04,6.11,15.27,9.772,22.6,23.2,9.772,9.772,21.37,26.26,25.04,7.94,35.42,12.21,31.75,13.43,4.88,21.37,18.32,15.881,16.49
26.87,23.21,49.47,26.26,22.59,14.651,18.32,6.11,26.25,-10.38,-25.04,42.14,25.03,31.14,26.87,31.76,23.82,30.53,25.04,42.75,15.881,16.49,17.7,17.7,2.44,12.83,1.22,25.65,23.82,24.42,33.58,21.98,-3.05,25.04,6.11,14.66,10.38,21.99,23.2,10.38,10.38,21.37,26.26,25.04,7.33,34.81,12.21,32.37,12.82,4.88,21.37,17.7,15.881,16.49
26.26,23.21,48.86,26.26,22.59,14.651,18.93,6.11,25.64,-10.38,-25.04,42.14,25.03,31.14,27.48,31.76,23.82,29.92,24.43,42.75,15.271,15.88,17.09,17.09,1.83,12.83,1.83,25.65,23.2,23.81,33.58,21.98,-3.66,24.43,6.11,14.66,9.772,21.99,22.59,9.772,9.772,21.37,25.65,25.04,7.94,34.2,11.6,31.75,12.82,4.88,21.37,17.09,15.271,15.88
25.64,22.6,48.86,26.87,21.98,14.651,18.93,6.11,25.64,-10.38,-25.04,41.52,25.03,31.14,27.48,31.76,23.82,30.53,24.43,42.14,15.271,15.27,17.09,17.09,3.05,12.22,1.22,25.04,22.59,23.81,33.58,21.98,-3.05,24.43,6.11,14.05,9.772,21.99,22.59,9.772,9.772,21.37,25.65,25.04,7.94,34.2,11.6,32.37,12.82,4.88,21.37,17.09,15.271,15.27
24.42,22.6,48.86,26.87,21.37,14.651,18.32,6.11,25.64,-10.38,-25.65,41.52,25.03,31.14,27.48,31.15,23.82,29.92,24.43,42.14,14.651,15.27,16.48,16.48,2.44,12.83,1.83,24.43,22.59,23.2,33.58,21.98,-3.05,24.43,5.5,14.66,8.551,21.38,21.98,8.551,8.551,20.76,25.65,24.43,7.94,34.2,11.6,32.37,12.82,4.88,20.76,16.48,14.651,15.27
25.03,22.6,48.86,26.87,21.37,14.651,18.32,5.5,26.25,-10.99,-25.65,41.52,25.03,31.14,28.09,31.76,24.43,30.53,23.82,42.14,14.651,15.27,17.09,17.09,2.44,12.83,1.22,24.43,22.59,23.2,32.97,21.98,-3.66,24.43,5.5,14.05,8.551,21.38,22.59,8.551,8.551,20.76,25.65,24.43,7.94,34.2,12.21,32.98,12.21,4.27,20.76,17.09,14.651,15.27
23.81,22.6,48.86,26.26,21.37,13.431,18.93,6.11,25.64,-10.38,-25.65,42.14,25.64,31.75,28.09,32.37,24.43,30.53,23.82,42.14,14.651,14.66,16.48,16.48,2.44,12.83,1.83,24.43,22.59,22.59,32.97,21.37,-3.66,23.82,6.11,14.05,8.551,21.38,21.98,8.551,8.551,20.76,25.65,24.43,7.94,34.2,11.6,32.37,12.21,4.27,20.76,16.48,14.651,14.66
23.81,21.99,48.86,26.26,20.76,13.431,18.32,5.5,25.64,-10.38,-25.65,41.52,25.03,31.75,28.09,31.76,24.43,30.53,23.21,42.14,14.651,15.27,15.87,15.87,2.44,12.83,1.83,23.81,21.37,22.59,33.58,21.37,-3.66,23.82,5.5,14.05,7.94,20.77,21.98,7.94,7.94,20.76,25.65,24.43,7.94,34.2,12.21,32.98,12.21,4.27,20.76,15.87,14.651,15.27
23.81,21.99,48.25,26.87,20.15,13.431,17.71,6.11,25.64,-10.38,-25.65,41.52,25.03,31.75,27.48,31.76,23.82,30.53,23.82,41.53,14.651,14.66,15.87,15.87,2.44,12.83,1.83,23.2,21.37,22.59,32.36,20.76,-3.66,24.43,5.5,14.05,7.94,20.77,22.59,7.94,7.94,20.15,25.65,24.43,7.33,33.59,10.99,32.37,11.6,3.66,20.15,15.87,14.651,14.66
23.2,21.99,48.25,26.26,20.76,12.821,17.71,5.5,25.03,-10.38,-25.65,41.52,25.64,31.75,28.09,31.15,23.82,31.14,22.6,41.53,14.651,14.66,15.87,15.87,3.05,12.83,1.83,22.59,21.37,21.98,32.36,20.76,-3.05,24.43,6.11,13.44,7.329,20.16,22.59,7.329,7.329,19.54,25.65,23.82,7.94,33.59,11.6,32.98,11.6,4.27,19.54,15.87,14.651,14.66
22.59,21.38,48.25,26.26,20.76,12.821,18.32,5.5,25.64,-10.38,-25.65,41.52,25.03,31.75,28.09,31.76,23.82,31.14,23.21,41.53,13.431,14.66,15.87,15.87,3.05,12.83,1.22,22.59,21.37,21.98,32.36,21.37,-3.66,24.43,4.88,13.44,7.329,20.16,21.98,7.329,7.329,20.15,25.65,24.43,7.33,33.59,11.6,32.98,10.99,3.66,20.15,15.87,13.431,14.66
22.59,21.38,48.25,26.87,20.76,12.821,17.71,5.5,25.03,-10.99,-25.65,41.52,25.64,31.75,29.31,32.37,23.82,31.14,23.21,41.53,13.431,14.04,15.26,15.26,3.05,12.22,1.22,21.98,20.15,21.37,32.36,20.76,-3.66,23.82,6.11,12.83,6.719,19.55,21.37,6.719,6.719,19.54,25.65,24.43,7.94,33.59,11.6,32.98,10.99,3.66,19.54,15.26,13.431,14.04
